stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
1114,1114,"4th Ave W & 213th Pl SW",47.804627,-122.238556,0,
1115,1115,"4th Ave W & 216th St SW",47.802024,-122.238509,0,
1116,1116,"4th Ave W & 219th Pl SW",47.799010,-122.238505,0,
1126,1126,"44th Ave W & 20800 Block",47.810131,-122.292514,0,
1128,1128,"44th Ave W & 176th St SW",47.838750,-122.292609,0,
1129,1129,"44th Ave W & 180th St SW",47.835316,-122.292606,0,
1130,1130,"44th Ave W & 181st Pl SW",47.833793,-122.292582,0,
1131,1131,"44th Ave W & 183rd Pl SW",47.831915,-122.292558,0,
1133,1133,"44th Ave W & 212th St SW",47.805942,-122.292491,0,
1134,1134,"44th Ave W & 221st Pl SW",47.799179,-122.292403,0,
1135,1135,"44th Ave W & 222nd St SW",47.797366,-122.292382,0,
1136,1136,"44th Ave W & 224th St SW",47.795881,-122.292384,0,
1138,1138,"44th Ave W & 230th Pl SW",47.789529,-122.292201,0,
1140,1140,"44th Ave W & 172nd Pl SW",47.842363,-122.292610,0,
1141,1141,"44th Ave W & 174th Pl SW",47.840803,-122.292634,0,
1142,1142,"44th Ave W & 192nd Pl SW",47.823984,-122.292526,0,
1143,1143,"44th Ave W & 189th Pl SW",47.826462,-122.292531,0,
1144,1144,"44th Ave W & Hawk Way",47.801695,-122.292483,0,
1145,1145,"44th Ave W & 226th St SW",47.793782,-122.292339,0,
1146,1146,"44th Ave W & 186th St SW",47.830560,-122.292534,0,
1148,1148,"47th Ave W & 107th St SW",47.900961,-122.294563,0,
1149,1149,"47th Ave W & 109th St SW",47.898819,-122.295928,0,
1150,1150,"47th Pl W & Harbour Pointe Blvd",47.904256,-122.296705,0,
1155,1155,"48th Ave W & 194th St SW",47.822562,-122.297906,0,
1156,1156,"48th Ave W & 196th St SW",47.820183,-122.297908,0,
1161,1161,"48th Ave W & 233rd St SW",47.787124,-122.297727,0,
1167,1167,"5th Ave S & Howell Way",47.806151,-122.377672,0,
1168,1168,"5th Ave S & Pine St",47.803627,-122.377655,0,
1170,1170,"5th Ave S & Elm Way",47.799862,-122.377661,0,
1173,1173,"51st Ave NE & 146th St NE",48.129043,-122.162461,0,
1174,1174,"51st Ave NE & 110th Pl NE",48.095076,-122.162366,0,
1175,1175,"51st Ave NE & 130th Pl NE",48.113637,-122.162392,0,
1176,1176,"51st Ave NE & 135th Pl NE",48.117583,-122.162512,0,
1177,1177,"51st Ave NE & 139th St NE",48.120804,-122.162653,0,
1179,1179,"51st Ave NE & 123rd Pl NE",48.106597,-122.162309,0,
1180,1180,"51st Ave NE & 128th Pl NE",48.111263,-122.162330,0,
1181,1181,"51st Ave NE & 126th Pl NE",48.109437,-122.162382,0,
1182,1182,"51st Ave NE & 142nd Pl NE",48.125082,-122.162709,0,
1183,1183,"51st Ave NE & 119th Pl NE",48.103430,-122.162380,0,
1184,1184,"51st Ave NE & 139th Pl NE",48.122240,-122.162716,0,
1186,1186,"52nd Ave W & 152nd St SW",47.860457,-122.303764,0,
1187,1187,"52nd Ave W & 156th St SW",47.857629,-122.303769,0,
1188,1188,"52nd Ave W & 160th St SW",47.853338,-122.303775,0,
1193,1193,"52nd Ave W & 217th St SW",47.802492,-122.303249,0,
1196,1196,"52nd Ave W & 208th St SW",47.810523,-122.303300,0,
1197,1197,"52nd Ave W & 164th St SW",47.850042,-122.303751,0,
1202,1202,"56th Ave W & 224th St SW",47.795490,-122.308594,0,
1203,1203,"56th Ave W & 234th St SW",47.786269,-122.308540,0,
1206,1206,"56th Ave W & 222nd Pl SW",47.797213,-122.308611,0,
1209,1209,"56th Ave W & 228th St SW",47.791557,-122.308592,0,
1222,1222,"66th Ave W & 220th St SW",47.798771,-122.322096,0,
1223,1223,"66th Ave W & 222nd St SW",47.797270,-122.322076,0,
1224,1224,"66th Ave W & 224th St SW",47.795622,-122.322076,0,
1225,1225,"66th Ave W & 226th St SW",47.793811,-122.322093,0,
1232,1232,"67th Ave NE & 69th Pl NE",48.057814,-122.140942,0,
1233,1233,"67th Ave NE & 72nd St NE",48.060340,-122.140939,0,
1240,1240,"68th Ave W & 204th St SW",47.812549,-122.324823,0,
1243,1243,"72nd Ave NW & 261st St NW",48.233171,-122.330247,0,
1246,1246,"72nd Ave NW & 268th St NW",48.240647,-122.330379,0,
1252,1252,"76th Ave W & 200th St SW",47.817554,-122.335940,0,
1255,1255,"76th Ave W & 212th St SW",47.806387,-122.335916,0,
1256,1256,"76th Ave W & 218th St SW",47.801277,-122.335762,0,
1257,1257,"76th Ave W & 230th St SW",47.790278,-122.335603,0,
1258,1258,"76th Ave W & 234th St SW",47.786721,-122.335550,0,
1259,1259,"76th Ave W & 236th St SW",47.784788,-122.335522,0,
1260,1260,"76th Ave W & 238th Pl SW",47.782455,-122.335492,0,
1261,1261,"76th Ave W & 242nd St SW",47.779307,-122.335454,0,
1271,1271,"84th Ave W & 216th St SW",47.803062,-122.346587,0,
1272,1272,"84th Ave W & 218th St SW",47.801226,-122.346556,0,
1273,1273,"84th Ave W & 220th St SW",47.799235,-122.346564,0,
1274,1274,"84th Ave W & 228th St SW",47.792072,-122.346423,0,
1275,1275,"84th Ave W & 230th St SW",47.790233,-122.346403,0,
1277,1277,"84th Ave W & Holly Ln",47.788056,-122.346359,0,
1278,1278,"84th Ave W & 224th St SW",47.796055,-122.346499,0,
1279,1279,"84th Ave W & 236th St SW",47.785259,-122.346317,0,
1280,1280,"84th Ave W & 238th St SW",47.783588,-122.346270,0,
1285,1285,"9th Ave S & Dayton St",47.809416,-122.367110,0,
1286,1286,"9th Ave N & Hindley Ln",47.819413,-122.367129,0,
1288,1288,"91st Ave SE & 12th Pl SE",47.984620,-122.108913,0,
1289,1289,"91st Ave SE & 17th St SE",47.980331,-122.108998,0,
1290,1290,"91st Ave SE & 8th St SE",47.988650,-122.108876,0,
1299,1299,"Airport Rd & Admiralty Way",47.883847,-122.254004,0,
1302,1302,"E Stanley St & S Alder Ave",48.083095,-121.964193,0,
1307,1307,"Beverly Park Rd & 138th Pl SW",47.872735,-122.293466,0,
1308,1308,"Beverly Park Rd & 49th Pl W",47.867683,-122.301249,0,
1309,1309,"Beverly Park Rd & Harbour Heights Rd",47.876294,-122.289469,0,
1312,1312,"Beverly Park Rd & 47th Pl W",47.874629,-122.291299,0,
1313,1313,"Beverly Park Rd & 132nd St SW",47.880020,-122.285078,0,
1314,1314,"Bickford Ave & 34th St",47.948346,-122.113701,0,
1316,1316,"Brier Rd & 232nd St SW",47.789550,-122.274373,0,
1329,1329,"Brook Blvd & Palomino Dr",47.837012,-122.204569,0,
1330,1330,"Brook Blvd & 175th St SE",47.839202,-122.202352,0,
1332,1332,"Cedar Way & 232nd St SW",47.787960,-122.291697,0,
1348,1348,"Cypress Way & 206th St SW",47.811704,-122.259743,0,
1351,1351,"Ave D & Bonneville Ave",47.922876,-122.098091,0,
1353,1353,"Ave D & 13th St",47.926617,-122.098195,0,
1379,1379,"Firdale Ave & 243rd Pl SW",47.778261,-122.362756,0,
1385,1385,"Grade Rd & 22nd St NE",48.018634,-122.063135,0,
1386,1386,"Grade Rd & 29th Pl NE",48.024317,-122.064367,0,
1387,1387,"Grade Rd & Hwy 92",48.030027,-122.072525,0,
1390,1390,"Harbour Pointe Blvd & Double Eagle Dr",47.887314,-122.310160,0,
1391,1391,"Harbour Pointe Blvd & Harbour Heights Pkwy",47.895359,-122.308752,0,
1392,1392,"Harbour Pointe Blvd & Saint Andrews Dr",47.893478,-122.311815,0,
1393,1393,"Harbour Pointe Blvd & 47th Pl W",47.905117,-122.295520,0,
1403,1403,"Marine Dr & Warm Beach Conference Center",48.184292,-122.347187,0,
1405,1405,"Marine Dr & Boe Rd",48.212843,-122.336286,0,
1406,1406,"Marine Dr & Old Marine Dr",48.209185,-122.336829,0,
1407,1407,"Marine Dr & Thomle Rd",48.224768,-122.337326,0,
1408,1408,"Marine Dr & 201st St NW",48.178800,-122.352016,0,
1410,1410,"Marine Dr & 226th St NW",48.201319,-122.337662,0,
1419,1419,"Mountain Loop Hwy & Alvord St",48.251340,-121.601001,0,
1420,1420,"Mountain Loop Hwy & Seeman St",48.254793,-121.601816,0,
1427,1427,"Olympic View Dr & 172nd St SW",47.842840,-122.322068,0,
1430,1430,"Olympic View Dr & 170th Pl SW",47.844630,-122.319553,0,
1443,1443,"Shoultes Rd & 107th Pl NE",48.091656,-122.164072,0,
1445,1445,"Shoultes Rd & 103rd Pl NE",48.088909,-122.166941,0,
1447,1447,"Smokey Point Blvd & 156th St NE",48.136875,-122.183265,0,
1448,1448,"Smokey Point Blvd & 172nd St NE",48.151906,-122.183164,0,
1450,1450,"Smokey Point Blvd & 166th Pl NE",48.145016,-122.183133,0,
1455,1455,"Hwy 525 & 3rd St",47.946029,-122.304152,0,
1456,1456,"Hwy 525 & 81st Pl SW",47.923971,-122.300365,0,
1458,1458,"Hwy 525 & 88th St SW",47.918237,-122.300139,0,
1461,1461,"Hwy 525 & Chennault Beach Rd",47.898846,-122.291378,0,
1462,1462,"Hwy 525 & Harbour Pointe Blvd SW",47.889523,-122.284993,0,
1464,1464,"Hwy 525 & Russell Rd",47.896057,-122.289445,0,
1466,1466,"Hwy 525 & Harbour Pointe Blvd",47.904712,-122.293225,0,
1468,1468,"Hwy 525 & 76th St SW",47.929225,-122.301879,0,
1469,1469,"Hwy 525 & 80th St SW",47.925986,-122.300464,0,
1470,1470,"Hwy 525 & Clover Ln",47.933327,-122.306454,0,
1472,1472,"Hwy 525 & Goat Trail Rd",47.940244,-122.305856,0,
1476,1476,"Hwy 527 & 192nd St SE",47.823535,-122.207624,0,
1477,1477,"Hwy 527 & 196th St SE",47.819605,-122.207643,0,
1478,1478,"Hwy 527 & 19th Dr SE",47.813510,-122.207719,0,
1491,1491,"Hwy 9 & Lundeen Pkwy",48.012889,-122.108227,0,
1492,1492,"Hwy 9 & Hwy 204",48.002494,-122.106445,0,
1493,1493,"Hwy 99 & 40th Ave W",47.860502,-122.285603,0,
1495,1495,"Hwy 99 & 60th Ave W",47.824801,-122.312185,0,
1498,1498,"Hwy 99 & 156th St SW",47.856512,-122.289310,0,
1502,1502,"Hwy 99 & 188th St SW",47.827669,-122.309711,0,
1505,1505,"Hwy 99 & 202nd St SW",47.815264,-122.320426,0,
1506,1506,"Hwy 99 & 208th St SW",47.809703,-122.324694,0,
1510,1510,"Hwy 99 & 224th St SW",47.795549,-122.334893,0,
1511,1511,"Hwy 99 & 230th St SW",47.790207,-122.338743,0,
1512,1512,"Hwy 99 & 44th Ave W",47.851717,-122.292835,0,
1514,1514,"Hwy 99 & Russell Way",47.879527,-122.267865,0,
1516,1516,"Hwy 99 & 234th St SW",47.788133,-122.340240,0,
1518,1518,"Hwy 99 & Gibson Rd",47.882958,-122.264679,0,
1519,1519,"Hwy 99 & Lincoln Way",47.873930,-122.273086,0,
1521,1521,"Hwy 99 & 180th St SW",47.834973,-122.303382,0,
1522,1522,"State Ave & 100th St NE",48.083707,-122.172991,0,
1525,1525,"State Ave & 7th St",48.054847,-122.177103,0,
1526,1526,"State Ave & 80th St NE",48.067308,-122.177047,0,
1529,1529,"State Ave & 84th St NE",48.072185,-122.176679,0,
1530,1530,"State Ave & 10th St",48.058471,-122.177081,0,
1531,1531,"State Ave & 76th St NE",48.064540,-122.177039,0,
1537,1537,"Village Green Dr & 26th Dr SE",47.864786,-122.196183,0,
1538,1538,"Village Green Dr & Willow Ln SE",47.865819,-122.203710,0,
1541,1541,"Village Green Dr & 28th Dr SE",47.863747,-122.194836,0,
1542,1542,"Village Green Dr & 20th Dr SE",47.866831,-122.206328,0,
1549,1549,"E 1st St & N Lenore Ave",48.192498,-122.121906,0,
1550,1550,"E 1st St & N Stillaguamish Ave",48.192451,-122.117925,0,
1551,1551,"107th St SW & 47th Ave W",47.901284,-122.294908,0,
1553,1553,"128th St SW & 4th Ave W",47.882044,-122.240279,0,
1554,1554,"128th St SW & 8th Ave W",47.882001,-122.245798,0,
1557,1557,"132nd St SE & 25th Ave SE",47.878183,-122.199398,0,
1558,1558,"132nd St SE & 29th Ave SE",47.878116,-122.193616,0,
1560,1560,"132nd St SE & 44th Ave SE",47.877944,-122.173895,0,
1564,1564,"132nd St SE & 21st Dr SE",47.878226,-122.202297,0,
1566,1566,"148th St SW & 45th Pl W",47.864331,-122.295381,0,
1567,1567,"148th St SW & 48th Pl W",47.864430,-122.299838,0,
1576,1576,"164th St SE & 3rd Ave SE",47.849379,-122.228299,0,
1577,1577,"164th St SW & Ash Way",47.850007,-122.261550,0,
1578,1578,"164th St SE & Meridian Ave S",47.849483,-122.233195,0,
1579,1579,"164th St SW & 7th Pl W",47.849692,-122.243006,0,
1584,1584,"168th St SE & 28th Dr SE",47.845648,-122.194866,0,
1586,1586,"168th St SW & 52nd Ave W",47.846698,-122.304119,0,
1590,1590,"168th St SE & 25th Ave SE",47.845706,-122.198912,0,
1592,1592,"172nd St NE & 27th Ave NE",48.152339,-122.194350,0,
1593,1593,"172nd St NE & 3rd Ave NE",48.152054,-122.227335,0,
1595,1595,"172nd St NW & Lakewood Rd",48.152082,-122.238195,0,
1601,1601,"184th St SW & 33rd Ave W",47.832030,-122.278516,0,
1602,1602,"188th St SW & 36th Ave W",47.828286,-122.282346,0,
1608,1608,"188th St SW & 41st Pl W",47.828293,-122.290616,0,
1611,1611,"188th St NE & 35th Ave NE",48.167047,-122.184125,0,
1613,1613,"194th St SW & 44th Ave W",47.822841,-122.292936,0,
1614,1614,"194th St SW & 46th Ave W",47.822896,-122.296436,0,
1617,1617,"196th St SW & 64th Ave W",47.821348,-122.320373,0,
1621,1621,"196th St SW & 84th Ave W",47.821544,-122.347110,0,
1622,1622,"196th St SW & 86th Ave W",47.821532,-122.349841,0,
1625,1625,"196th St SW & Heinz Pl",47.821468,-122.330842,0,
1629,1629,"Second St & Ave A",47.912965,-122.093744,0,
1630,1630,"20th St NE & 112th Dr NE",48.015473,-122.079950,0,
1631,1631,"20th St NE & 116th Ave NE",48.015690,-122.074837,0,
1632,1632,"20th St NE & 120th Dr NE",48.015650,-122.068657,0,
1635,1635,"Alderwood Mall Blvd & 40th Ave W",47.817442,-122.289748,0,
1646,1646,"204th St SW & 28th Ave W",47.813634,-122.271498,0,
1648,1648,"204th St SW & Poplar Way",47.813691,-122.279166,0,
1649,1649,"204th St SW & 24th Ave W",47.813590,-122.265175,0,
1650,1650,"204th St SW & 38th Ave W",47.813752,-122.283702,0,
1651,1651,"204th St NE & 71st Ave NE",48.180923,-122.134578,0,
1652,1652,"207th St NE & S Stillaguamish Ave",48.184281,-122.118729,0,
1656,1656,"208th St SW & 70th Ave W",47.810576,-122.327889,0,
1658,1658,"212th St SW & 63rd Ave W",47.806809,-122.317360,0,
1659,1659,"212th St SW & 67th Ave W",47.806851,-122.323703,0,
1662,1662,"212th St SW & 80th Ave W",47.807009,-122.341700,0,
1666,1666,"220th St SW & 53rd Ave W",47.799375,-122.304798,0,
1681,1681,"228th St SW & 32nd Ave W",47.791927,-122.276999,0,
1682,1682,"228th St SW & 39th Ave W",47.791891,-122.287162,0,
1684,1684,"228th St SW & 73rd Pl W",47.792404,-122.332274,0,
1685,1685,"228th St SW & 35th Ave W",47.791868,-122.279486,0,
1689,1689,"230th St SW & 60th Ave W",47.790365,-122.313650,0,
1695,1695,"236th St SW & 48th Ave W",47.784747,-122.298530,0,
1696,1696,"236th St SW & 50th Ave W",47.784772,-122.300836,0,
1697,1697,"236th St SW & 52nd Ave W",47.784802,-122.303647,0,
1698,1698,"236th St SW & 54th Ave W",47.784828,-122.306131,0,
1699,1699,"236th St SW & 56th Ave W",47.784864,-122.309448,0,
1701,1701,"236th St SW & 44th Pl W",47.784752,-122.292425,0,
1703,1703,"238th St SW & 84th Ave W",47.783281,-122.348479,0,
1705,1705,"238th St SW & Edmonds Way",47.783288,-122.350121,0,
1707,1707,"244th St SW & 3rd Ave NW",47.777847,-122.359795,0,
1708,1708,"244th St SW & 87th Pl W",47.777863,-122.351326,0,
1709,1709,"244th St SW & 91st Ave W",47.777847,-122.355334,0,
1717,1717,"276th St NW & 78th Ave NW",48.246739,-122.338979,0,
1720,1720,"4th St & Quinn Ave",48.051907,-122.172635,0,
1728,1728,"56th St SE & 95th Dr SE",47.945710,-122.102969,0,
1730,1730,"64th St NE & 60th Dr NE",48.053906,-122.150435,0,
1731,1731,"64th St NE & 55th Dr NE",48.054010,-122.157804,0,
1739,1739,"88th St NE & 51st Ave NE",48.075464,-122.163161,0,
1743,1743,"Alderwood Mall Blvd & 33rd Ave W",47.822563,-122.278040,0,
1745,1745,"Beardslee Blvd & NE 185th St",47.761664,-122.197770,0,
1755,1755,"E Burke Ave & Manhattan St",48.200341,-122.121932,0,
1768,1768,"Caspers St & Brookmere Dr",47.817835,-122.372519,0,
1769,1769,"Caspers St & 8th Ave N",47.817829,-122.369765,0,
1770,1770,"Chennault Beach Rd & 47th Ave W",47.895745,-122.297829,0,
1773,1773,"Dayton St & Durbin Dr",47.809779,-122.373022,0,
1776,1776,"Dayton St & 8th Ave S",47.809762,-122.369927,0,
1787,1787,"Grove St & 47th Ave NE",48.061273,-122.166344,0,
1788,1788,"Grove St & 51st Ave NE",48.061238,-122.161780,0,
1801,1801,"Harbour Pointe Blvd SW & Harbour Reach Dr",47.887037,-122.295076,0,
1802,1802,"Harbour Pointe Blvd SW & Hwy 525",47.889424,-122.287111,0,
1803,1803,"Harbour Pointe Blvd SW & Blue Heron Blvd",47.886520,-122.299423,0,
1805,1805,"Lake View Dr & Cedar Rd",48.015430,-122.084211,0,
1806,1806,"Lakewood Rd & Lake Ki",48.156937,-122.262420,0,
1807,1807,"Lakewood Rd & 184th St NW",48.163464,-122.336073,0,
1808,1808,"Lakewood Rd & 31st Dr NW",48.155672,-122.274791,0,
1809,1809,"Lakewood Rd & 53rd Dr NW",48.155959,-122.307083,0,
1810,1810,"Lakewood Rd & 60th Ave NW",48.159114,-122.314466,0,
1811,1811,"Lakewood Rd & 84th Dr NW",48.167312,-122.346242,0,
1812,1812,"Lakewood Rd & 176th Pl NW",48.157006,-122.245755,0,
1813,1813,"Lakewood Rd & 65th Dr NW",48.161005,-122.326743,0,
1815,1815,"Logan Rd & 14th Pl W",47.808850,-122.253080,0,
1816,1816,"Lundeen Pkwy & Callow Rd",48.017907,-122.091895,0,
1817,1817,"Lundeen Pkwy & 101st Ave NE",48.017935,-122.094994,0,
1819,1819,"Main St & 12th Ave N",47.810562,-122.359762,0,
1822,1822,"Main St & 86th Pl W",47.810575,-122.350647,0,
1823,1823,"Main St & 9th Ave N",47.810587,-122.367289,0,
1826,1826,"W Main St & N Kelsey St",47.853734,-121.977508,0,
1827,1827,"Main St & Maplewood Dr",47.810567,-122.355044,0,
1828,1828,"Main St & Olympic Ave",47.810561,-122.362182,0,
1830,1830,"Main St & Hwy 2",47.862608,-121.807928,0,
1832,1832,"Mill Creek Rd & Mill Pointe Dr SE",47.851356,-122.205975,0,
1834,1834,"Monte Villa Pkwy & 39th Ave SE",47.778299,-122.183014,0,
1839,1839,"E Pioneer St & S Alder Ave",48.079848,-121.964492,0,
1840,1840,"Puget Dr & Olympic View Dr",47.821567,-122.365172,0,
1843,1843,"Seattle Hill Rd & 2900 Block",47.856513,-122.193615,0,
1844,1844,"Seattle Hill Rd & 25th Ave SE",47.852537,-122.200121,0,
1845,1845,"Seeman St & Givens Ave",48.255345,-121.603407,0,
1848,1848,"Edmonds Way & Paradise Ln",47.795360,-122.373748,0,
1850,1850,"Edmonds Way & 232nd St SW",47.789936,-122.356006,0,
1851,1851,"Edmonds Way & 236th St SW",47.784171,-122.352662,0,
1853,1853,"Edmonds Way & 95th Pl W",47.791995,-122.360234,0,
1862,1862,"Hwy 530 & Ramstad Rd (farside)",48.268536,-121.960789,0,
1863,1863,"Hwy 530 & Boulder Creek Dr",48.278268,-121.778194,0,
1864,1864,"Hwy 530 & 379th Ave NE",48.268796,-121.718591,0,
1865,1865,"Hwy 530 & Powerline Rd",48.263192,-121.633197,0,
1866,1866,"Hwy 530 & 350th Dr NE",48.277975,-121.756354,0,
1867,1867,"Hwy 530 & 119th Ave NE",48.234704,-122.067281,0,
1868,1868,"Hwy 530 & 171st Ave NE",48.273417,-121.999452,0,
1869,1869,"Hwy 530 & N Brooks Creek Rd",48.273678,-121.914957,0,
1870,1870,"Hwy 530 & 294th St NE",48.263596,-122.022025,0,
1871,1871,"Hwy 530 & 411th Ave NE",48.269280,-121.676787,0,
1872,1872,"Hwy 530 & Hillis Rd",48.268352,-122.010374,0,
1873,1873,"Hwy 530 & Seeman St",48.255532,-121.608831,0,
1874,1874,"Hwy 530 & Squire Creek Park Rd",48.270659,-121.670356,0,
1877,1877,"Hwy 530 & C-Post Rd",48.277242,-121.818519,0,
1878,1878,"Hwy 530 & 139th Ave NE",48.247438,-122.042112,0,
1879,1879,"Hwy 530 & 310th St NE",48.276965,-121.801048,0,
1881,1881,"Hwy 530 & Ramstad Rd",48.269103,-121.953958,0,
1882,1882,"Hwy 530 & Whitman Rd",48.271443,-121.888182,0,
1883,1883,"Hwy 530 & 171st Ave NE",48.270574,-122.004137,0,
1884,1884,"Hwy 530 & 179th Ave NE",48.273610,-121.983657,0,
1885,1885,"Hwy 530 & 115th Ave NE",48.229502,-122.081801,0,
1887,1887,"Hwy 530 & French Creek Rd",48.278539,-121.763154,0,
1888,1888,"Hwy 530 & Tom Creek Rd",48.269716,-121.728616,0,
1889,1889,"Hwy 530 & Oso Loop Rd",48.272326,-121.900208,0,
1893,1893,"Hwy 92 & 44th St NE",48.039426,-122.046030,0,
1894,1894,"Hwy 92 & 127th Dr NE",48.032082,-122.059521,0,
1895,1895,"Hwy 92 & 161st Ave NE",48.067073,-122.015889,0,
1896,1896,"Hwy 92 & 44th St NE",48.035930,-122.050093,0,
1897,1897,"Hwy 92 & 84th St NE",48.071416,-122.010318,0,
1898,1898,"Hwy 92 & 64th St NE",48.057704,-122.026431,0,
1899,1899,"Hwy 92 & 75th St NE",48.064135,-122.019178,0,
1902,1902,"Hwy 92 & Crooked Mile Rd",48.078858,-122.001825,0,
1904,1904,"W Stanley St & Portage Ave",48.083353,-121.975185,0,
1912,1912,"Hwy 2 & Old Owen Rd",47.858418,-121.829740,0,
1913,1913,"Hwy 2 & 383rd Ave SE",47.865117,-121.717949,0,
1916,1916,"Hwy 2 & 368th Dr SE",47.867256,-121.738403,0,
1917,1917,"Hwy 2 & Calhoun Rd",47.855991,-121.927765,0,
1921,1921,"Hwy 2 & 339th Ave SE",47.868130,-121.776976,0,
1922,1922,"Hwy 2 & Roosevelt Rd (East)",47.872764,-122.008294,0,
1925,1925,"Hwy 2 & 364th Ave SE",47.867260,-121.744268,0,
1932,1932,"S Kentucky Ave & E Pioneer St",48.079831,-121.966741,0,
1933,1933,"S Alder Ave & E Pioneer St",48.080462,-121.963972,0,
1934,1934,"S Alder Ave & E Stanley St",48.082845,-121.963961,0,
2143,2143,"207th St NE & Jensen Farm Ln",48.183015,-122.122545,0,
2169,2169,"Ash Way & 164th St SW",47.850797,-122.260525,0,
2171,2171,"48th Ave W & 200th St SW",47.818360,-122.297678,0,
2194,2194,"27th Ave NE & Marine Dr",48.056847,-122.194890,0,
2195,2195,"27th Ave NE & 74th St NE",48.063629,-122.194807,0,
2196,2196,"27th Ave NE & 81st St NE",48.069266,-122.194693,0,
2198,2198,"27th Ave NE & 88th St NE",48.075210,-122.194843,0,
2199,2199,"27th Ave NE & 81st St NE",48.069519,-122.194885,0,
2200,2200,"27th Ave NE & 74th St NE",48.063007,-122.195047,0,
2203,2203,"Totem Beach Rd & Alphonsus Bob Loop Rd",48.059716,-122.275056,0,
2204,2204,"Totem Beach Rd & Tulalip Bay Dr",48.061160,-122.276861,0,
2205,2205,"76th Pl NW & Marine Dr",48.065582,-122.276990,0,
2211,2211,"29th Dr SE & 228th St SE",47.793089,-122.196090,0,
2213,2213,"35th Ave SE & 228th St SE",47.790073,-122.186446,0,
2215,2215,"120th Ave NE & North Creek Pkwy N",47.774263,-122.180321,0,
2216,2216,"120th Ave NE & North Creek Pkwy N",47.774995,-122.180071,0,
2219,2219,"NE 185th St & 104th Ave NE",47.761989,-122.201682,0,
2221,2221,"228th St SE & 27th Ave SE",47.791191,-122.197039,0,
2222,2222,"228th St SE & 27th Ave SE",47.791353,-122.196994,0,
2226,2226,"56th St SE & 96th Dr SE",47.945587,-122.102681,0,
2228,2228,"29th Dr SE & 228th St SE",47.793118,-122.195769,0,
2231,2231,"Village Way & W Main St",47.850342,-121.986109,0,
2233,2233,"NE 195th St & North Creek Pkwy",47.768973,-122.182864,0,
2234,2234,"NE 195th St & North Creek Pkwy",47.769167,-122.182866,0,
2237,2237,"Hwy 99 & 224th St SW",47.796442,-122.333808,0,
2284,2284,"212th St SW & 78th Ave W",47.807004,-122.339093,0,
2340,2340,"27th Ave NE & 88th St NE",48.076430,-122.194660,0,
2358,2358,"Quil Ceda Blvd & Quil Ceda Pkwy",48.077458,-122.186918,0,
2368,2368,"Quil Ceda Blvd at Home Depot",48.080214,-122.185632,0,
2405,2405,"Hwy 99 & N 200th St",47.774581,-122.345840,0,
2407,2407,"228th St SW & 4th Ave W",47.791474,-122.237694,0,
2408,2408,"4th Ave W & 228th St SW",47.793213,-122.238291,0,
2411,2411,"4th Ave W & 228th St SW",47.792230,-122.238500,0,
2423,2423,"47th Pl W & 106th St SW",47.902472,-122.296639,0,
2424,2424,"47th Pl W & 106th St SW",47.902080,-122.296913,0,
2425,2425,"196th St SW & 30th Pl W",47.820789,-122.273854,0,
2426,2426,"196th St SW & 30th Pl W",47.820988,-122.274113,0,
2427,2427,"196th St SW & Alderwood Mall Pkwy",47.820979,-122.271781,0,
2428,2428,"196th St SW & 40th Ave W",47.820816,-122.286571,0,
2429,2429,"196th St SW & 36th Ave W",47.821050,-122.284920,0,
2430,2430,"Alderwood Mall Pkwy & 196th St SW",47.821344,-122.270833,0,
2432,2432,"Alderwood Mall Pkwy & Maple Rd",47.836172,-122.271780,0,
2444,2444,"148th St SW & 29th Ave W",47.864122,-122.272919,0,
2445,2445,"148th St SW & Admiralty Way",47.864249,-122.273071,0,
2446,2446,"148th St SW & Manor Way",47.864087,-122.268333,0,
2447,2447,"148th St SW & Manor Way",47.864234,-122.269209,0,
2448,2448,"Jefferson Way & 21st Ave W",47.862357,-122.261320,0,
2449,2449,"Jefferson Way & 19th Ave W",47.862071,-122.259645,0,
2450,2450,"18th Ave W & 151st Pl SW",47.860887,-122.257725,0,
2451,2451,"18th Ave W & 152nd St SW",47.860144,-122.257903,0,
2453,2453,"18th Ave W & Oak Rd",47.857285,-122.257898,0,
2454,2454,"18th Ave W & Ash Way",47.855774,-122.257731,0,
2455,2455,"18th Ave W & Ash Way",47.855606,-122.257916,0,
2458,2458,"Alderwood Mall Pkwy & 164th St SW",47.848061,-122.270987,0,
2459,2459,"Alderwood Mall Pkwy & 164th St SW",47.848070,-122.271322,0,
2461,2461,"88th St NE & 36th Ave NE",48.075604,-122.182074,0,
2472,2472,"Marine Dr & Lakewood Rd",48.168072,-122.357707,0,
2475,2475,"120th Ave NE & NE 195th St",47.769749,-122.180051,0,
2476,2476,"120th Ave NE & NE 195th St",47.769889,-122.180274,0,
2477,2477,"State Ave & 136th St NE",48.117936,-122.181812,0,
2478,2478,"Smokey Point Blvd & 136th St NE",48.119072,-122.181912,0,
2479,2479,"State Ave & 106th Pl NE",48.091980,-122.173270,0,
2480,2480,"State Ave & 105th Pl NE",48.091073,-122.173579,0,
2482,2482,"Smokey Point Blvd & 186th Pl NE",48.165817,-122.184839,0,
2485,2485,"84th St SW & 44th Ave W",47.921987,-122.292837,0,
2486,2486,"84th St SW & 44th Ave W",47.922180,-122.293731,0,
