shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
166:74,47.821430,-122.361160,480052,25135.64
166:74,47.821470,-122.361410,480053,25154.87
166:74,47.821490,-122.361650,480054,25172.97
166:74,47.821500,-122.361860,480055,25188.73
166:74,47.821500,-122.362080,480056,25205.19
166:74,47.821500,-122.362230,480057,25216.44
166:74,47.821500,-122.362330,480058,25223.91
166:74,47.821510,-122.362730,480059,25253.90
166:74,47.821510,-122.362920,480060,25268.13
166:74,47.821510,-122.363100,480061,25281.60
166:74,47.821510,-122.363390,480062,25303.31
166:74,47.821510,-122.363490,480063,25310.80
166:74,47.821510,-122.363620,480064,25320.53
166:74,47.821510,-122.363820,480065,25335.49
166:74,47.821510,-122.364200,480066,25363.96
166:74,47.821510,-122.364280,480067,25369.94
166:74,47.821510,-122.364660,480068,25398.37
166:74,47.821510,-122.365010,480069,25424.59
166:74,47.821510,-122.365160,480070,25435.83
166:74,47.821510,-122.365213,480071,25439.77
166:74,47.821510,-122.365360,490002,25450.80
166:74,47.821510,-122.365520,490003,25462.78
166:74,47.821510,-122.365860,490004,25488.23
166:74,47.821510,-122.366000,490005,25498.71
166:74,47.821510,-122.366210,490006,25514.44
166:74,47.821480,-122.366390,490007,25528.31
166:74,47.821450,-122.366500,490008,25537.18
166:74,47.821420,-122.366580,490009,25544.04
166:74,47.821370,-122.366680,490010,25553.36
166:74,47.821330,-122.366750,490011,25560.22
166:74,47.821290,-122.366820,490012,25567.11
166:74,47.821240,-122.366880,490013,25574.24
166:74,47.821160,-122.366950,490014,25584.58
166:74,47.821080,-122.367000,490015,25594.24
166:74,47.821000,-122.367030,490016,25603.41
166:74,47.820940,-122.367040,490017,25610.12
166:74,47.820850,-122.367050,490018,25620.15
166:74,47.820650,-122.367060,490019,25642.40
166:74,47.820570,-122.367060,490020,25651.30
166:74,47.819980,-122.367050,490021,25716.89
166:74,47.819800,-122.367050,490022,25736.88
166:74,47.819710,-122.367050,490023,25746.91
166:74,47.819580,-122.367050,490024,25761.36
166:74,47.819414,-122.367046,490025,25779.77
166:74,47.819210,-122.367040,500002,25802.51
166:74,47.818960,-122.367040,500003,25830.28
166:74,47.818860,-122.367040,500004,25841.40
166:74,47.818710,-122.367030,500005,25858.10
166:74,47.818510,-122.367030,500006,25880.32
166:74,47.818370,-122.367040,500007,25895.90
166:74,47.818320,-122.367050,500008,25901.51
166:74,47.818250,-122.367070,500009,25909.43
166:74,47.818120,-122.367150,500010,25925.07
166:74,47.817990,-122.367270,500011,25942.11
166:74,47.817940,-122.367340,500012,25949.76
166:74,47.817890,-122.367430,500013,25958.44
166:74,47.817840,-122.367550,500014,25969.02
166:74,47.817800,-122.367690,500015,25980.39
166:74,47.817760,-122.367940,500016,25999.62
166:74,47.817760,-122.368130,500017,26013.86
166:74,47.817760,-122.368190,500018,26018.37
166:74,47.817760,-122.368640,500019,26052.05
166:74,47.817760,-122.368820,500020,26065.52
166:74,47.817760,-122.369060,500021,26083.50
166:74,47.817770,-122.369650,500022,26127.70
166:74,47.817770,-122.369760,500023,26135.93
166:74,47.817770,-122.369766,500024,26136.36
166:74,47.817780,-122.371640,510002,26276.72
166:74,47.817780,-122.372150,510003,26314.91
166:74,47.817780,-122.372270,510004,26323.90
166:74,47.817780,-122.372519,510005,26342.52
166:74,47.817780,-122.373160,520002,26390.53
166:74,47.817780,-122.373270,520003,26398.76
166:74,47.817780,-122.373460,520004,26412.99
166:74,47.817790,-122.374120,520005,26462.40
166:74,47.817790,-122.374180,520006,26466.91
166:74,47.817770,-122.374290,520007,26475.41
166:74,47.817730,-122.374370,520008,26482.88
166:74,47.817670,-122.374430,520009,26490.93
166:74,47.817540,-122.374540,520010,26507.57
166:74,47.817330,-122.374720,520011,26534.55
166:74,47.817090,-122.374920,520012,26565.15
166:74,47.817000,-122.375000,520013,26576.82
166:74,47.816720,-122.375220,520014,26612.03
166:74,47.816704,-122.375234,520015,26614.04
166:74,47.816640,-122.375290,530002,26622.33
166:74,47.815070,-122.376590,530003,26822.22
166:74,47.815050,-122.376600,530004,26824.56
166:74,47.814850,-122.376770,530005,26850.20
166:74,47.814790,-122.376820,530006,26857.85
166:74,47.814370,-122.377170,540002,26911.43
166:74,47.813770,-122.377660,540003,26987.57
166:74,47.813430,-122.377950,540004,27031.16
166:74,47.813156,-122.378181,540005,27066.24
166:74,47.813110,-122.378220,550002,27072.09
166:74,47.812830,-122.378450,550003,27107.66
166:74,47.812410,-122.378800,550004,27161.21
166:74,47.811640,-122.379450,550005,27259.70
166:74,47.811420,-122.379630,550006,27287.62
166:74,47.811320,-122.379720,550007,27300.63
166:74,47.811050,-122.379940,550008,27334.86
166:74,47.811000,-122.379970,550009,27340.86
166:74,47.810960,-122.380000,550010,27345.86
166:74,47.810830,-122.380110,550011,27362.47
166:74,47.810780,-122.380150,550012,27368.81
166:74,47.810680,-122.380230,550013,27381.46
166:74,47.810630,-122.380270,550014,27387.77
166:74,47.810580,-122.380300,550015,27393.78
166:74,47.810530,-122.380320,550016,27399.54
166:74,47.810490,-122.380330,550017,27404.08
166:74,47.810430,-122.380340,550018,27410.79
166:74,47.810370,-122.380340,550019,27417.46
166:74,47.810291,-122.380340,550020,27426.24
166:74,47.810260,-122.380340,560002,27429.68
166:74,47.810130,-122.380340,560003,27444.13
166:74,47.809710,-122.380350,560004,27490.83
166:74,47.809730,-122.381270,560005,27559.77
166:74,47.809740,-122.381800,560006,27599.49
166:74,47.809743,-122.382226,560007,27631.37
166:74,47.809750,-122.383230,570002,27706.56
166:74,47.810150,-122.383230,570003,27751.03
166:74,47.810250,-122.383220,570004,27762.16
166:74,47.810310,-122.383210,570005,27768.86
166:74,47.810480,-122.383180,570006,27787.91
166:74,47.810520,-122.383170,570007,27792.43
166:74,47.810640,-122.383120,570008,27806.26
166:74,47.810720,-122.383080,570009,27815.65
166:74,47.810790,-122.383040,570010,27824.00
166:74,47.810900,-122.382960,570011,27837.60
166:74,47.810940,-122.382930,570012,27842.56
166:74,47.811260,-122.382660,570013,27883.50
166:74,47.811740,-122.382270,570014,27944.34
166:74,47.811970,-122.382080,570015,27973.60
166:74,47.812240,-122.381870,570016,28007.52
166:74,47.812390,-122.382250,570017,28040.53
166:74,47.812490,-122.382530,570018,28064.25
166:74,47.812540,-122.382650,570019,28074.82
166:74,47.812600,-122.382760,570020,28085.43
166:74,47.812440,-122.382960,570021,28108.69
166:74,47.812100,-122.383380,570022,28157.85
166:74,47.812000,-122.383494,570023,28171.87
201:161,48.154590,-122.184630,10001,0.00
201:161,48.154590,-122.184725,10002,7.07
201:161,48.154644,-122.184813,10003,15.94
201:161,48.154708,-122.184859,10004,23.90
201:161,48.154769,-122.184857,10005,30.69
201:161,48.154990,-122.184730,10006,56.97
201:161,48.154930,-122.184620,10007,67.51
201:161,48.154860,-122.184430,10008,83.67
201:161,48.154830,-122.184330,10009,91.84
201:161,48.154820,-122.184240,10010,98.63
201:161,48.154820,-122.184110,10011,108.30
201:161,48.154800,-122.183760,10012,134.45
201:161,48.154760,-122.182980,10013,192.63
201:161,48.154260,-122.182980,10014,248.23
201:161,48.154080,-122.182990,10015,268.25
201:161,48.153910,-122.183000,10016,287.15
201:161,48.153800,-122.183000,10017,299.41
201:161,48.153560,-122.183000,10018,326.08
201:161,48.153420,-122.183000,10019,341.65
201:161,48.153310,-122.183000,10020,353.87
201:161,48.153030,-122.183000,10021,384.99
201:161,48.152450,-122.183020,10022,449.52
201:161,48.152060,-122.183020,10023,492.86
201:161,48.151897,-122.183020,10024,511.03
201:161,48.151830,-122.183020,20002,518.43
201:161,48.151740,-122.183020,20003,528.43
201:161,48.151600,-122.183020,20004,544.01
201:161,48.151330,-122.183010,20005,574.03
201:161,48.151050,-122.183000,20006,605.18
201:161,48.150030,-122.182970,20007,718.60
201:161,48.149820,-122.182970,20008,741.94
201:161,48.149620,-122.182970,20009,764.19
201:161,48.149310,-122.182980,20010,798.67
201:161,48.149110,-122.182980,20011,820.89
201:161,48.149083,-122.182979,20012,823.87
201:161,48.148910,-122.182970,30002,843.14
201:161,48.148770,-122.182970,30003,858.71
201:161,48.148600,-122.182970,30004,877.61
201:161,48.148150,-122.182970,30005,927.63
201:161,48.147890,-122.182970,30006,956.52
201:161,48.147400,-122.182970,30007,1011.02
201:161,48.147270,-122.182970,30008,1025.47
201:161,48.146520,-122.182980,30009,1108.86
201:161,48.146350,-122.182980,30010,1127.76
201:161,48.146120,-122.182980,30011,1153.33
201:161,48.145570,-122.182980,30012,1214.48
201:161,48.145230,-122.182980,30013,1252.27
201:161,48.145170,-122.182980,30014,1258.95
201:161,48.145015,-122.182984,30015,1276.17
201:161,48.144770,-122.182990,40002,1303.42
201:161,48.144500,-122.182990,40003,1333.44
201:161,48.144120,-122.183000,40004,1375.68
201:161,48.143550,-122.183010,40005,1439.08
201:161,48.143350,-122.183010,40006,1461.30
201:161,48.142810,-122.183020,40007,1521.35
201:161,48.142510,-122.183020,40008,1554.72
201:161,48.141580,-122.183040,40009,1658.14
201:161,48.141200,-122.183040,40010,1700.39
201:161,48.140480,-122.183050,40011,1780.43
201:161,48.140200,-122.183060,40012,1811.58
201:161,48.139770,-122.183070,40013,1859.40
201:161,48.137960,-122.183090,40014,2060.66
201:161,48.136990,-122.183120,40015,2168.53
201:161,48.136874,-122.183124,40016,2181.39
201:161,48.136690,-122.183130,50002,2201.91
201:161,48.136390,-122.183130,50003,2235.25
201:161,48.135970,-122.183130,50004,2281.95
201:161,48.135570,-122.183140,50005,2326.45
201:161,48.135030,-122.183150,50006,2386.49
201:161,48.134930,-122.183150,50007,2397.59
201:161,48.134540,-122.183170,50008,2440.99
201:161,48.134190,-122.183200,50009,2479.97
201:161,48.133939,-122.183205,50010,2507.92
201:161,48.133670,-122.183210,60002,2537.80
201:161,48.132830,-122.183230,60003,2631.19
201:161,48.132530,-122.183240,60004,2664.56
201:161,48.132060,-122.183260,60005,2716.83
201:161,48.131660,-122.183270,60006,2761.34
201:161,48.131100,-122.183290,60007,2823.64
201:161,48.130610,-122.183310,60008,2878.13
201:161,48.130460,-122.183320,60009,2894.84
201:161,48.130370,-122.183330,60010,2904.84
201:161,48.130200,-122.183350,60011,2923.82
201:161,48.129970,-122.183380,60012,2949.49
201:161,48.129800,-122.183400,60013,2968.45
201:161,48.129705,-122.183412,60014,2979.12
201:161,48.129260,-122.183470,70002,3028.74
201:161,48.128280,-122.183600,70003,3138.13
201:161,48.127660,-122.183680,70004,3207.32
201:161,48.127150,-122.183740,70005,3264.19
201:161,48.126570,-122.183820,70006,3328.96
201:161,48.126080,-122.183880,70007,3383.65
201:161,48.125764,-122.183921,70008,3418.91
201:161,48.125620,-122.183940,80002,3434.97
201:161,48.124840,-122.184040,80003,3521.99
201:161,48.124610,-122.184070,80004,3547.69
201:161,48.124360,-122.184100,80005,3575.58
201:161,48.124180,-122.184120,80006,3595.63
201:161,48.124080,-122.184130,80007,3606.76
201:161,48.123960,-122.184130,80008,3620.11
201:161,48.123870,-122.184120,80009,3630.17
201:161,48.123770,-122.184100,80010,3641.35
201:161,48.123690,-122.184080,80011,3650.38
201:161,48.123580,-122.184040,80012,3662.96
201:161,48.123510,-122.184010,80013,3671.07
201:161,48.123430,-122.183970,80014,3680.43
201:161,48.123350,-122.183930,80015,3689.82
201:161,48.123250,-122.183870,80016,3701.80
201:161,48.123080,-122.183770,80017,3722.10
201:161,48.122850,-122.183640,80018,3749.47
201:161,48.122390,-122.183380,80019,3804.15
201:161,48.122220,-122.183290,80020,3824.17
201:161,48.122000,-122.183180,80021,3849.99
201:161,48.121780,-122.183080,80022,3875.53
201:161,48.121530,-122.182970,80023,3904.52
201:161,48.121290,-122.182870,80024,3932.19
201:161,48.120930,-122.182730,80025,3973.56
201:161,48.120220,-122.182470,80026,4054.85
201:161,48.119940,-122.182370,80027,4086.88
201:161,48.119410,-122.182190,80028,4147.29
201:161,48.119110,-122.182090,80029,4181.49
201:161,48.118810,-122.181990,80030,4215.66
201:161,48.118540,-122.181890,80031,4246.60
201:161,48.117959,-122.181667,80032,4313.32
201:161,48.117810,-122.181610,90002,4330.42
201:161,48.117700,-122.181570,90003,4343.00
201:161,48.117530,-122.181510,90004,4362.39
201:161,48.117390,-122.181460,90005,4378.42
201:161,48.117210,-122.181400,90006,4398.93
201:161,48.117070,-122.181350,90007,4414.94
201:161,48.116590,-122.181210,90008,4469.31
201:161,48.116080,-122.181030,90009,4527.56
201:161,48.115550,-122.180840,90010,4588.18
201:161,48.114830,-122.180580,90011,4670.54
201:161,48.114300,-122.180390,90012,4731.14
201:161,48.113910,-122.180250,90013,4775.73
201:161,48.113230,-122.180000,90014,4853.60
201:161,48.112310,-122.179670,90015,4958.82
201:161,48.111570,-122.179400,90016,5043.49
201:161,48.111390,-122.179340,90017,5064.01
201:161,48.111110,-122.179242,90018,5095.98
201:161,48.110960,-122.179190,100002,5113.14
201:161,48.110470,-122.179020,100003,5169.10
201:161,48.109360,-122.178630,100004,5295.90
201:161,48.108980,-122.178490,100005,5339.43
201:161,48.107740,-122.178050,100006,5481.13
201:161,48.107400,-122.177930,100007,5519.96
201:161,48.107340,-122.177910,100008,5526.82
201:161,48.107010,-122.177780,100009,5564.76
201:161,48.106850,-122.177720,100010,5583.11
201:161,48.106190,-122.177480,100011,5658.64
201:161,48.106090,-122.177440,100012,5670.13
201:161,48.106010,-122.177410,100013,5679.31
201:161,48.105770,-122.177320,100014,5706.80
201:161,48.105540,-122.177240,100015,5733.07
201:161,48.105220,-122.177130,100016,5769.56
201:161,48.104870,-122.177010,100017,5809.49
201:161,48.104360,-122.176830,100018,5867.77
201:161,48.104160,-122.176760,100019,5890.60
201:161,48.103840,-122.176640,100020,5927.29
201:161,48.103510,-122.176520,100021,5965.03
201:161,48.103140,-122.176380,100022,6007.49
201:161,48.103030,-122.176340,100023,6020.07
201:161,48.102860,-122.176280,100024,6039.49
201:161,48.102470,-122.176130,100025,6084.27
201:161,48.102100,-122.176000,100026,6126.54
201:161,48.101840,-122.175900,100027,6156.41
201:161,48.101720,-122.175850,100028,6170.25
201:161,48.101610,-122.175810,100029,6182.84
201:161,48.101300,-122.175680,100030,6218.65
201:161,48.101270,-122.175670,100031,6222.03
201:161,48.101130,-122.175620,100032,6238.04
201:161,48.100810,-122.175510,100033,6274.55
201:161,48.100670,-122.175460,100034,6290.55
201:161,48.099940,-122.175190,100035,6374.19
201:161,48.099557,-122.175055,100036,6417.99
201:161,48.098970,-122.174850,110002,6484.99
201:161,48.098640,-122.174740,110003,6522.57
201:161,48.098300,-122.174620,110004,6561.40
201:161,48.097940,-122.174490,110005,6602.61
201:161,48.097830,-122.174450,110006,6615.20
201:161,48.097580,-122.174370,110007,6643.63
201:161,48.096420,-122.173950,110008,6776.34
201:161,48.096110,-122.173840,110009,6811.76
201:161,48.095800,-122.173730,110010,6847.21
201:161,48.095610,-122.173660,110011,6868.97
201:161,48.095370,-122.173590,110012,6896.16
201:161,48.095140,-122.173520,110013,6922.28
201:161,48.094540,-122.173380,110014,6989.80
201:161,48.093940,-122.173300,110015,7056.79
201:161,48.093480,-122.173260,110016,7108.00
201:161,48.093230,-122.173260,110017,7135.79
201:161,48.092560,-122.173300,110018,7210.35
201:161,48.092470,-122.173310,110019,7220.38
201:161,48.091600,-122.173410,110020,7317.39
201:161,48.091110,-122.173470,110021,7372.04
201:161,48.091070,-122.173470,110022,7376.50
201:161,48.091068,-122.173470,110023,7376.77
201:161,48.090640,-122.173520,120002,7424.44
201:161,48.090330,-122.173540,120003,7458.94
201:161,48.089990,-122.173570,120004,7496.83
201:161,48.089700,-122.173590,120005,7529.11
201:161,48.089330,-122.173610,120006,7570.26
201:161,48.088990,-122.173600,120007,7608.08
201:161,48.088750,-122.173600,120008,7634.75
201:161,48.088490,-122.173590,120009,7663.68
201:161,48.088170,-122.173590,120010,7699.25
201:161,48.088100,-122.173590,120011,7707.02
201:161,48.087750,-122.173550,120012,7746.07
201:161,48.087660,-122.173530,120013,7756.18
201:161,48.087560,-122.173490,120014,7767.68
201:161,48.087400,-122.173440,120015,7785.87
201:161,48.087080,-122.173250,120016,7824.15
201:161,48.086190,-122.172520,120017,7937.05
201:161,48.086100,-122.172460,120018,7948.03
201:161,48.085890,-122.172390,120019,7971.95
201:161,48.085790,-122.172340,120020,7983.69
201:161,48.085570,-122.172320,120021,8008.19
201:161,48.085450,-122.172310,120022,8021.54
201:161,48.085300,-122.172300,120023,8038.25
201:161,48.085160,-122.172300,120024,8053.79
201:161,48.084960,-122.172310,120025,8076.04
201:161,48.084790,-122.172340,120026,8095.09
201:161,48.084700,-122.172360,120027,8105.21
201:161,48.084570,-122.172400,120028,8119.99
201:161,48.084420,-122.172450,120029,8137.09
201:161,48.084280,-122.172520,120030,8153.49
201:161,48.083980,-122.172680,120031,8188.94
201:161,48.083940,-122.172700,120032,8193.63
201:161,48.083672,-122.172857,120033,8225.67
201:161,48.083530,-122.172940,130002,8242.58
201:161,48.083480,-122.172970,130003,8248.59
201:161,48.083250,-122.173100,130004,8275.96
201:161,48.082700,-122.173410,130005,8341.31
201:161,48.082600,-122.173470,130006,8353.29
201:161,48.082280,-122.173650,130007,8391.33
201:161,48.082230,-122.173680,130008,8397.30
201:161,48.082160,-122.173720,130009,8405.65
201:161,48.081960,-122.173830,130010,8429.34
201:161,48.081800,-122.173910,130011,8448.11
201:161,48.081700,-122.173960,130012,8459.82
201:161,48.081420,-122.174110,130013,8492.92
201:161,48.081350,-122.174140,130014,8501.02
201:161,48.081280,-122.174170,130015,8509.10
201:161,48.080860,-122.174350,130016,8557.69
201:161,48.080830,-122.174360,130017,8561.10
201:161,48.080640,-122.174430,130018,8582.86
201:161,48.080530,-122.174470,130019,8595.48
201:161,48.080080,-122.174650,130020,8647.27
201:161,48.079900,-122.174720,130021,8667.96
201:161,48.079860,-122.174730,130022,8672.44
201:161,48.079700,-122.174790,130023,8690.79
201:161,48.079630,-122.174820,130024,8698.90
201:161,48.079509,-122.174868,130025,8712.86
201:161,48.079430,-122.174900,140002,8721.94
201:161,48.079160,-122.175000,140003,8752.88
201:161,48.078780,-122.175140,140004,8796.41
201:161,48.078670,-122.175180,140005,8808.99
201:161,48.078570,-122.175220,140006,8820.52
201:161,48.078420,-122.175280,140007,8837.80
201:161,48.078220,-122.175350,140008,8860.63
201:161,48.078140,-122.175380,140009,8869.80
201:161,48.077840,-122.175490,140010,8904.12
201:161,48.077640,-122.175570,140011,8927.13
201:161,48.077360,-122.175680,140012,8959.35
201:161,48.076980,-122.175780,140013,9002.27
201:161,48.076730,-122.175820,140014,9030.22
201:161,48.076480,-122.175870,140015,9058.23
201:161,48.076300,-122.175900,140016,9078.38
201:161,48.076000,-122.175960,140017,9112.03
201:161,48.075920,-122.175970,140018,9120.99
201:161,48.075600,-122.176010,140019,9156.68
201:161,48.075224,-122.176067,140020,9198.71
201:161,48.074350,-122.176200,150002,9296.40
201:161,48.074190,-122.176220,150003,9314.26
201:161,48.074080,-122.176240,150004,9326.57
201:161,48.073880,-122.176270,150005,9348.92
201:161,48.073180,-122.176390,150006,9427.25
201:161,48.072690,-122.176460,150007,9481.96
201:161,48.072500,-122.176490,150008,9503.21
201:161,48.072320,-122.176520,150009,9523.32
201:161,48.072175,-122.176544,150010,9539.57
201:161,48.072010,-122.176570,160002,9558.01
201:161,48.071680,-122.176620,160003,9594.86
201:161,48.071170,-122.176700,160004,9651.89
201:161,48.070900,-122.176740,160005,9682.06
201:161,48.070740,-122.176770,160006,9699.99
201:161,48.070420,-122.176820,160007,9735.77
201:161,48.070330,-122.176830,160008,9745.80
201:161,48.070230,-122.176850,160009,9757.01
201:161,48.070080,-122.176870,160010,9773.75
201:161,48.069870,-122.176900,160011,9797.22
201:161,48.069700,-122.176920,160012,9816.18
201:161,48.069560,-122.176920,160013,9831.75
201:161,48.069220,-122.176920,160014,9869.55
201:161,48.068950,-122.176920,160015,9899.54
201:161,48.068870,-122.176920,160016,9908.44
201:161,48.068670,-122.176940,160017,9930.75
201:161,48.068420,-122.176970,160018,9958.61
201:161,48.068180,-122.176970,160019,9985.31
201:161,48.068070,-122.176970,160020,9997.53
201:161,48.067980,-122.176970,160021,10007.53
201:161,48.067760,-122.176970,160022,10032.00
201:161,48.067600,-122.176970,160023,10049.77
201:161,48.067530,-122.176970,160024,10057.55
201:161,48.067350,-122.176970,160025,10077.57
201:161,48.067312,-122.176967,160026,10081.84
201:161,48.067240,-122.176960,170002,10089.82
201:161,48.067110,-122.176940,170003,10104.36
201:161,48.066940,-122.176920,170004,10123.29
201:161,48.066890,-122.176920,170005,10128.87
201:161,48.066700,-122.176920,170006,10149.99
201:161,48.066590,-122.176920,170007,10162.21
201:161,48.066530,-122.176920,170008,10168.89
201:161,48.066210,-122.176920,170009,10204.46
201:161,48.066050,-122.176920,170010,10222.23
201:161,48.065960,-122.176920,170011,10232.26
201:161,48.065880,-122.176920,170012,10241.13
201:161,48.065800,-122.176920,170013,10250.03
201:161,48.065730,-122.176920,170014,10257.83
201:161,48.065560,-122.176910,170015,10276.73
201:161,48.065510,-122.176910,170016,10282.28
201:161,48.065390,-122.176910,170017,10295.63
201:161,48.065300,-122.176910,170018,10305.62
201:161,48.065100,-122.176910,170019,10327.87
201:161,48.064920,-122.176910,170020,10347.87
201:161,48.064860,-122.176910,170021,10354.54
201:161,48.064790,-122.176910,170022,10362.32
201:161,48.064541,-122.176910,170023,10390.05
201:161,48.064510,-122.176910,180002,10393.47
201:161,48.064460,-122.176910,180003,10399.01
201:161,48.064390,-122.176910,180004,10406.79
201:161,48.064260,-122.176910,180005,10421.23
201:161,48.064110,-122.176910,180006,10437.94
201:161,48.063960,-122.176910,180007,10454.61
201:161,48.063910,-122.176910,180008,10460.16
201:161,48.063690,-122.176900,180009,10484.63
201:161,48.063620,-122.176900,180010,10492.40
201:161,48.063530,-122.176900,180011,10502.40
201:161,48.063300,-122.176900,180012,10527.97
201:161,48.062950,-122.176900,180013,10566.90
201:161,48.062190,-122.176900,180014,10651.39
201:161,48.062110,-122.176900,180015,10660.26
201:161,48.061910,-122.176900,180016,10682.51
201:161,48.061740,-122.176900,180017,10701.41
201:161,48.061660,-122.176900,180018,10710.31
201:161,48.061310,-122.176900,180019,10749.20
201:161,48.060980,-122.176910,180020,10785.90
201:161,48.060920,-122.176910,180021,10792.57
201:161,48.060849,-122.176910,180022,10800.47
201:161,48.060760,-122.176910,190002,10810.37
201:161,48.060650,-122.176910,190003,10822.59
201:161,48.060590,-122.176910,190004,10829.27
201:161,48.060460,-122.176910,190005,10843.72
201:161,48.060350,-122.176910,190006,10855.94
201:161,48.060240,-122.176910,190007,10868.16
201:161,48.059640,-122.176920,190008,10934.88
201:161,48.059190,-122.176930,190009,10984.93
201:161,48.059170,-122.176930,190010,10987.16
201:161,48.059000,-122.176930,190011,11006.05
201:161,48.058920,-122.176930,190012,11014.95
201:161,48.058690,-122.176940,190013,11040.53
201:161,48.058580,-122.176940,190014,11052.78
201:161,48.058510,-122.176940,190015,11060.55
201:161,48.058467,-122.176940,190016,11065.37
201:161,48.058440,-122.176940,200002,11068.32
201:161,48.058120,-122.176940,200003,11103.89
201:161,48.057830,-122.176950,200004,11136.17
201:161,48.057750,-122.176950,200005,11145.04
201:161,48.057690,-122.176950,200006,11151.72
201:161,48.057650,-122.176950,200007,11156.17
201:161,48.057410,-122.176950,200008,11182.84
201:161,48.057370,-122.176950,200009,11187.29
201:161,48.057250,-122.176950,200010,11200.64
201:161,48.057110,-122.176950,200011,11216.21
201:161,48.056900,-122.176950,200012,11239.53
201:161,48.056860,-122.176950,200013,11243.98
201:161,48.056770,-122.176950,200014,11254.01
201:161,48.056630,-122.176950,200015,11269.55
201:161,48.056580,-122.176950,200016,11275.13
201:161,48.056340,-122.176950,200017,11301.80
201:161,48.056160,-122.176960,200018,11321.83
201:161,48.056030,-122.176970,200019,11336.30
201:161,48.055910,-122.176970,200020,11349.62
201:161,48.055870,-122.176970,200021,11354.07
201:161,48.055790,-122.176970,200022,11362.97
201:161,48.055630,-122.176970,200023,11380.77
201:161,48.055420,-122.176970,200024,11404.12
201:161,48.055150,-122.176970,200025,11434.11
201:161,48.055000,-122.176970,200026,11450.79
201:161,48.054910,-122.176970,200027,11460.81
201:161,48.054847,-122.176970,200028,11467.86
201:161,48.054800,-122.176970,210002,11473.04
201:161,48.054500,-122.176980,210003,11506.41
201:161,48.054380,-122.176980,210004,11519.73
201:161,48.054260,-122.176980,210005,11533.08
201:161,48.054180,-122.176980,210006,11541.98
201:161,48.054100,-122.176980,210007,11550.85
201:161,48.053670,-122.176990,210008,11598.68
201:161,48.053396,-122.176990,210009,11629.19
201:161,48.053270,-122.176990,220002,11643.15
201:161,48.053120,-122.176990,220003,11659.82
201:161,48.052750,-122.177000,220004,11700.97
201:161,48.052460,-122.176990,220005,11733.21
201:161,48.052290,-122.176990,220006,11752.14
201:161,48.052110,-122.176990,220007,11772.14
201:161,48.051840,-122.176990,220008,11802.16
201:161,48.051660,-122.177000,220009,11822.19
201:161,48.051350,-122.177010,220010,11856.66
201:161,48.050900,-122.177020,220011,11906.71
201:161,48.050450,-122.177020,220012,11956.72
201:161,48.050259,-122.177024,220013,11977.91
201:161,48.049980,-122.177030,230002,12009.00
201:161,48.049620,-122.177030,230003,12049.02
201:161,48.049520,-122.177030,230004,12060.14
201:161,48.049080,-122.177040,230005,12109.06
201:161,48.048870,-122.177050,230006,12132.44
201:161,48.048650,-122.177070,230007,12156.92
201:161,48.048510,-122.177090,230008,12172.55
201:161,48.048350,-122.177120,230009,12190.48
201:161,48.048200,-122.177150,230010,12207.30
201:161,48.048090,-122.177180,230011,12219.74
201:161,48.047880,-122.177250,230012,12243.66
201:161,48.047810,-122.177270,230013,12251.59
201:161,48.047580,-122.177370,230014,12278.23
201:161,48.047470,-122.177420,230015,12291.00
201:161,48.047330,-122.177490,230016,12307.40
201:161,48.046930,-122.177750,230017,12355.92
201:161,48.046680,-122.177950,230018,12387.47
201:161,48.046470,-122.178140,230019,12414.75
201:161,48.045910,-122.178640,230020,12487.32
201:161,48.045570,-122.178940,230021,12531.27
201:161,48.045250,-122.179220,230022,12572.51
201:161,48.044960,-122.179500,230023,12610.89
201:161,48.044670,-122.179910,230024,12655.33
201:161,48.044620,-122.179980,230025,12662.95
201:161,48.044570,-122.180080,230026,12672.21
201:161,48.044510,-122.180240,230027,12685.90
201:161,48.044480,-122.180340,230028,12694.04
201:161,48.044420,-122.180400,230029,12702.08
201:161,48.044360,-122.180430,230030,12709.12
201:161,48.044260,-122.180540,230031,12722.93
201:161,48.044190,-122.180620,230032,12732.75
201:161,48.044140,-122.180700,230033,12740.91
201:161,48.044100,-122.180800,230034,12749.57
201:161,48.044050,-122.180930,230035,12760.76
201:161,48.044010,-122.181040,230036,12770.05
201:161,48.043960,-122.181140,230037,12779.35
201:161,48.043910,-122.181230,230038,12788.07
201:161,48.043870,-122.181290,230039,12794.38
201:161,48.043830,-122.181340,230040,12800.17
201:161,48.043760,-122.181410,230041,12809.52
201:161,48.043650,-122.181490,230042,12823.15
201:161,48.043540,-122.181540,230043,12835.92
201:161,48.043400,-122.181570,230044,12851.68
201:161,48.043180,-122.181610,230045,12876.31
201:161,48.042680,-122.181710,230046,12932.42
201:161,48.042540,-122.181720,230047,12948.00
201:161,48.042380,-122.181720,230048,12965.76
201:161,48.042230,-122.181710,230049,12982.47
201:161,48.042080,-122.181680,230050,12999.29
201:161,48.041950,-122.181660,230051,13013.83
201:161,48.041730,-122.181610,230052,13038.58
201:161,48.041250,-122.181500,230053,13092.56
201:161,48.040870,-122.181440,230054,13135.05
201:161,48.040670,-122.181420,230055,13157.33
201:161,48.040470,-122.181420,230056,13179.55
