shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
512:302,47.746540,-122.329190,110082,19763.38
512:302,47.746940,-122.329090,110083,19808.49
512:302,47.747270,-122.329020,110084,19845.56
512:302,47.747540,-122.328970,110085,19875.82
512:302,47.747760,-122.328940,110086,19900.39
512:302,47.747970,-122.328920,110087,19923.77
512:302,47.748210,-122.328910,110088,19950.47
512:302,47.748490,-122.328910,110089,19981.59
512:302,47.748730,-122.328930,110090,20008.35
512:302,47.748950,-122.328960,110091,20032.89
512:302,47.749130,-122.328990,110092,20053.04
512:302,47.749330,-122.329030,110093,20075.50
512:302,47.749570,-122.329100,110094,20102.69
512:302,47.749780,-122.329170,110095,20126.61
512:302,47.750040,-122.329270,110096,20156.48
512:302,47.750300,-122.329380,110097,20186.57
512:302,47.750710,-122.329560,110098,20234.12
512:302,47.750960,-122.329660,110099,20262.89
512:302,47.751170,-122.329740,110100,20287.00
512:302,47.751370,-122.329810,110101,20309.86
512:302,47.751580,-122.329870,110102,20333.63
512:302,47.751830,-122.329940,110103,20361.92
512:302,47.752080,-122.330000,110104,20390.05
512:302,47.752250,-122.330040,110105,20409.19
512:302,47.752360,-122.330060,110106,20421.51
512:302,47.752610,-122.330100,110107,20449.49
512:302,47.752810,-122.330120,110108,20471.77
512:302,47.752990,-122.330130,110109,20491.79
512:302,47.753230,-122.330140,110110,20518.50
512:302,47.753500,-122.330130,110111,20548.52
512:302,47.753770,-122.330110,110112,20578.57
512:302,47.754020,-122.330080,110113,20606.46
512:302,47.754270,-122.330040,110114,20634.41
512:302,47.754510,-122.329990,110115,20661.36
512:302,47.754710,-122.329940,110116,20683.91
512:302,47.754970,-122.329860,110117,20713.41
512:302,47.755190,-122.329780,110118,20738.62
512:302,47.755380,-122.329700,110119,20760.60
512:302,47.755610,-122.329600,110120,20787.24
512:302,47.755780,-122.329520,110121,20807.05
512:302,47.755950,-122.329430,110122,20827.14
512:302,47.756120,-122.329330,110123,20847.47
512:302,47.756360,-122.329180,110124,20876.42
512:302,47.756580,-122.329030,110125,20903.34
512:302,47.756800,-122.328870,110126,20930.58
512:302,47.756990,-122.328720,110127,20954.51
512:302,47.757190,-122.328550,110128,20980.15
512:302,47.757380,-122.328380,110129,21004.83
512:302,47.757610,-122.328160,110130,21035.25
512:302,47.758030,-122.327750,110131,21091.15
512:302,47.758700,-122.327090,110132,21180.58
512:302,47.758990,-122.326810,110133,21219.05
512:302,47.759580,-122.326240,110134,21297.35
512:302,47.759830,-122.326000,110135,21330.45
512:302,47.759980,-122.325860,110136,21350.17
512:302,47.760120,-122.325730,110137,21368.52
512:302,47.760220,-122.325640,110138,21381.54
512:302,47.760310,-122.325560,110139,21393.21
512:302,47.760400,-122.325480,110140,21404.85
512:302,47.760530,-122.325370,110141,21421.50
512:302,47.760690,-122.325240,110142,21441.76
512:302,47.760840,-122.325120,110143,21460.72
512:302,47.760970,-122.325020,110144,21477.00
512:302,47.761210,-122.324840,110145,21506.90
512:302,47.761420,-122.324690,110146,21532.84
512:302,47.761640,-122.324540,110147,21559.75
512:302,47.761860,-122.324400,110148,21586.36
512:302,47.762070,-122.324270,110149,21611.69
512:302,47.762280,-122.324150,110150,21636.68
512:302,47.762470,-122.324040,110151,21659.36
512:302,47.762680,-122.323930,110152,21684.14
512:302,47.762910,-122.323820,110153,21710.99
512:302,47.763230,-122.323670,110154,21748.30
512:302,47.763470,-122.323570,110155,21776.04
512:302,47.763690,-122.323480,110156,21801.40
512:302,47.763930,-122.323390,110157,21828.92
512:302,47.764180,-122.323300,110158,21857.51
512:302,47.764380,-122.323240,110159,21880.22
512:302,47.764600,-122.323180,110160,21905.06
512:302,47.764800,-122.323130,110161,21927.62
512:302,47.764960,-122.323090,110162,21945.66
512:302,47.765240,-122.323030,110163,21977.12
512:302,47.765490,-122.322980,110164,22005.16
512:302,47.765680,-122.322940,110165,22026.49
512:302,47.766090,-122.322860,110166,22072.49
512:302,47.766330,-122.322810,110167,22099.43
512:302,47.766570,-122.322760,110168,22126.38
512:302,47.766970,-122.322670,110169,22171.33
512:302,47.767940,-122.322460,110170,22280.33
512:302,47.768480,-122.322340,110171,22341.02
512:302,47.768580,-122.322310,110172,22352.39
512:302,47.768690,-122.322280,110173,22364.79
512:302,47.768790,-122.322250,110174,22376.16
512:302,47.768910,-122.322210,110175,22389.81
512:302,47.769000,-122.322180,110176,22400.09
512:302,47.769130,-122.322130,110177,22415.02
512:302,47.769300,-122.322060,110178,22434.65
512:302,47.769530,-122.321960,110179,22461.29
512:302,47.769660,-122.321900,110180,22476.41
512:302,47.769780,-122.321840,110181,22490.49
512:302,47.769950,-122.321750,110182,22510.55
512:302,47.770090,-122.321670,110183,22527.25
512:302,47.770240,-122.321580,110184,22545.23
512:302,47.770302,-122.321539,110185,22552.73
512:302,47.770360,-122.321500,120002,22559.83
512:302,47.770500,-122.321400,120003,22577.11
512:302,47.770830,-122.321160,120004,22617.99
512:302,47.771750,-122.320460,120005,22732.96
512:302,47.772280,-122.320050,120006,22799.41
512:302,47.772630,-122.319790,120007,22842.93
512:302,47.772890,-122.319600,120008,22875.15
512:302,47.773320,-122.319290,120009,22928.34
512:302,47.773430,-122.319210,120010,22941.93
512:302,47.773560,-122.319120,120011,22957.90
512:302,47.773670,-122.319050,120012,22971.19
512:302,47.773800,-122.318970,120013,22986.83
512:302,47.774070,-122.318810,120014,23019.17
512:302,47.774290,-122.318690,120015,23045.23
512:302,47.774470,-122.318600,120016,23066.35
512:302,47.774640,-122.318520,120017,23086.16
512:302,47.774800,-122.318450,120018,23104.72
512:302,47.774950,-122.318390,120019,23121.97
512:302,47.775090,-122.318340,120020,23137.98
512:302,47.775200,-122.318300,120021,23150.57
512:302,47.775300,-122.318270,120022,23161.93
512:302,47.775440,-122.318230,120023,23177.75
512:302,47.775590,-122.318190,120024,23194.70
512:302,47.777290,-122.317790,120025,23386.08
512:302,47.777580,-122.317720,120026,23418.76
512:302,47.777700,-122.317700,120027,23432.17
512:302,47.777960,-122.317640,120028,23461.43
512:302,47.778300,-122.317560,120029,23499.68
512:302,47.780040,-122.317150,120030,23695.55
512:302,47.780290,-122.317100,120031,23723.62
512:302,47.780390,-122.317080,120032,23734.81
512:302,47.781590,-122.316800,120033,23869.89
512:302,47.782310,-122.316630,120034,23950.94
512:302,47.782610,-122.316560,120035,23984.71
512:302,47.783050,-122.316460,120036,24034.21
512:302,47.783380,-122.316390,120037,24071.27
512:302,47.783730,-122.316320,120038,24110.53
512:302,47.784050,-122.316270,120039,24146.32
512:302,47.784280,-122.316320,120040,24172.16
512:302,47.784380,-122.316340,120041,24183.38
512:302,47.784470,-122.316350,120042,24193.44
512:302,47.784560,-122.316350,120043,24203.44
512:302,47.784710,-122.316330,120044,24220.17
512:302,47.784890,-122.316310,120045,24240.23
512:302,47.785480,-122.316310,120046,24305.82
512:302,47.785820,-122.316320,120047,24343.64
512:302,47.786280,-122.316320,120048,24394.76
512:302,47.787060,-122.316320,120049,24481.50
512:302,47.787190,-122.316320,120050,24495.95
512:302,47.787566,-122.316313,120051,24537.80
512:302,47.787720,-122.316310,130002,24554.87
512:302,47.788130,-122.316310,130003,24600.47
512:302,47.789540,-122.316340,130004,24757.23
512:302,47.790330,-122.316350,130005,24845.07
512:302,47.791390,-122.316350,130006,24962.94
512:302,47.791760,-122.316340,130007,25004.08
512:302,47.791970,-122.316330,130008,25027.43
512:302,47.792260,-122.316300,130009,25059.74
512:302,47.792490,-122.316270,130010,25085.44
512:302,47.792710,-122.316240,130011,25110.00
512:302,47.792940,-122.316190,130012,25135.82
512:302,47.793210,-122.316130,130013,25166.18
512:302,47.793370,-122.316090,130014,25184.22
512:302,47.793630,-122.316020,130015,25213.60
512:302,47.793860,-122.315960,130016,25239.57
512:302,47.794360,-122.315830,130017,25295.99
512:302,47.794420,-122.315810,130018,25302.85
512:302,47.794490,-122.315780,130019,25310.96
512:302,47.794560,-122.315740,130020,25319.31
512:302,47.794640,-122.315680,130021,25329.28
512:302,47.794720,-122.315610,130022,25339.58
512:302,47.794910,-122.315560,130023,25361.04
512:302,47.795270,-122.315470,130024,25401.63
512:302,47.796180,-122.315240,130025,25504.23
512:302,47.797270,-122.314960,130026,25627.22
512:302,47.798390,-122.314680,130027,25753.53
512:302,47.799100,-122.314490,130028,25833.72
512:302,47.799470,-122.314390,130029,25875.54
512:302,47.799800,-122.314280,130030,25913.12
512:302,47.800090,-122.314170,130031,25946.40
512:302,47.800330,-122.314070,130032,25974.11
512:302,47.800540,-122.313970,130033,25998.62
512:302,47.800840,-122.313810,130034,26034.06
512:302,47.801080,-122.313670,130035,26062.75
512:302,47.801410,-122.313440,130036,26103.25
512:302,47.801700,-122.313230,130037,26139.16
512:302,47.802000,-122.312970,130038,26177.78
512:302,47.802200,-122.312790,130039,26203.78
512:302,47.802480,-122.312520,130040,26240.90
512:302,47.802760,-122.312220,130041,26279.31
512:302,47.802990,-122.311950,130042,26311.89
512:302,47.803270,-122.311600,130043,26352.61
512:302,47.803450,-122.311350,130044,26380.01
512:302,47.803590,-122.311140,130045,26402.14
512:302,47.803970,-122.310540,130046,26463.80
512:302,47.804070,-122.310370,130047,26480.69
512:302,47.804340,-122.309880,130048,26528.11
512:302,47.804730,-122.309160,130049,26597.30
512:302,47.805070,-122.308520,130050,26658.39
512:302,47.805340,-122.308030,130051,26705.78
512:302,47.806350,-122.306190,130052,26883.57
512:302,47.806530,-122.305860,130053,26915.36
512:302,47.806850,-122.305250,130054,26973.28
512:302,47.807680,-122.303680,130055,27122.75
512:302,47.807940,-122.303190,130056,27169.47
512:302,47.808140,-122.302810,130057,27205.62
512:302,47.808530,-122.302070,130058,27276.00
512:302,47.809380,-122.300440,130059,27430.38
512:302,47.810220,-122.298860,130060,27581.14
512:302,47.810730,-122.297890,130061,27673.28
512:302,47.810860,-122.297740,130062,27691.63
512:302,47.810960,-122.297610,130063,27706.38
512:302,47.811040,-122.297500,130064,27718.51
512:302,47.811210,-122.297240,130065,27745.64
512:302,47.811350,-122.297000,130066,27769.41
512:302,47.811550,-122.296670,130067,27802.64
512:302,47.811630,-122.296580,130068,27813.82
512:302,47.813040,-122.293980,130069,28063.79
512:302,47.813160,-122.294140,130070,28081.74
512:302,47.813250,-122.294230,130071,28093.81
512:302,47.813310,-122.294300,130072,28102.28
512:302,47.813420,-122.294440,130073,28118.41
512:302,47.813620,-122.294660,130074,28146.05
512:302,47.813770,-122.294790,130075,28165.38
512:302,47.813970,-122.294920,130076,28189.64
512:302,47.814220,-122.295030,130077,28218.63
512:302,47.814360,-122.295060,130078,28234.35
512:302,47.814480,-122.295070,130079,28247.70
512:302,47.814610,-122.295070,130080,28262.15
512:302,47.814780,-122.295070,130081,28281.05
512:302,47.815700,-122.295040,130082,28383.37
512:302,47.816060,-122.295030,130083,28423.39
512:302,47.816060,-122.295410,130084,28451.86
512:302,47.816120,-122.295430,130085,28458.72
512:302,47.816150,-122.295470,130086,28463.20
512:302,47.816180,-122.295530,130087,28468.78
512:302,47.816190,-122.295590,130088,28473.41
512:302,47.816190,-122.295660,130089,28478.65
512:302,47.816190,-122.295910,130090,28497.37
512:302,47.816210,-122.297000,130091,28579.02
512:302,47.816220,-122.297270,130092,28599.29
512:302,47.816210,-122.297340,130093,28604.63
512:302,47.816190,-122.297390,130094,28608.98
512:302,47.816160,-122.297440,130095,28613.98
512:302,47.816130,-122.297460,130096,28617.67
512:302,47.816080,-122.297460,130097,28623.22
512:302,47.816040,-122.297440,130098,28627.91
512:302,47.816010,-122.297410,130099,28631.94
512:302,47.815990,-122.297360,130100,28636.26
512:302,47.815980,-122.297300,130101,28640.90
512:302,47.815970,-122.297000,130102,28663.39
512:302,47.815960,-122.295954,130103,28741.69
512:302,47.815960,-122.295920,140002,28744.29
512:302,47.815950,-122.295630,140003,28766.02
512:302,47.815960,-122.295550,140004,28772.11
512:302,47.815980,-122.295490,140005,28777.14
512:302,47.816010,-122.295440,140006,28782.17
512:302,47.816060,-122.295410,140007,28788.18
512:302,47.816060,-122.295030,140008,28816.64
512:302,47.815700,-122.295040,140009,28856.66
512:302,47.814780,-122.295070,140010,28958.99
512:302,47.814610,-122.295070,140011,28977.88
512:302,47.814480,-122.295070,140012,28992.33
512:302,47.814360,-122.295060,140013,29005.68
512:302,47.814220,-122.295030,140014,29021.41
512:302,47.813970,-122.294920,140015,29050.40
512:302,47.813770,-122.294790,140016,29074.66
512:302,47.813620,-122.294660,140017,29093.98
512:302,47.813420,-122.294440,140018,29121.63
512:302,47.813310,-122.294300,140019,29137.75
512:302,47.813250,-122.294230,140020,29146.22
512:302,47.813160,-122.294140,140021,29158.29
512:302,47.813040,-122.293980,140022,29176.25
512:302,47.813670,-122.292770,140023,29290.79
512:302,47.813960,-122.292220,140024,29343.10
512:302,47.814620,-122.291000,140025,29460.29
512:302,47.814810,-122.290600,140026,29496.96
512:302,47.815070,-122.290060,140027,29546.64
512:302,47.815440,-122.289360,140028,29613.27
512:302,47.815810,-122.288670,140029,29679.35
512:302,47.816310,-122.287720,140030,29769.63
512:302,47.816820,-122.286720,140031,29863.57
512:302,47.816910,-122.286530,140032,29880.98
512:302,47.816970,-122.286400,140033,29892.80
512:302,47.817040,-122.286250,140034,29906.46
512:302,47.817110,-122.286090,140035,29920.75
512:302,47.817300,-122.285600,140036,29963.09
512:302,47.817490,-122.285250,140037,29996.74
512:302,47.817630,-122.285000,140038,30021.09
512:302,47.817930,-122.284450,140039,30074.10
512:302,47.818110,-122.284110,140040,30106.47
512:302,47.818280,-122.283800,140041,30136.43
512:302,47.818490,-122.283410,140042,30173.80
512:302,47.819690,-122.281100,140043,30392.25
512:302,47.820440,-122.279700,140044,30526.21
512:302,47.820870,-122.278860,140045,30605.21
512:302,47.820930,-122.278750,140046,30615.82
512:302,47.821480,-122.277720,140047,30714.24
512:302,47.821780,-122.277150,140048,30768.40
512:302,47.822170,-122.276430,140049,30837.59
512:302,47.822250,-122.276290,140050,30851.34
512:302,47.822380,-122.276050,140051,30874.41
512:302,47.824020,-122.273000,140052,31166.65
512:302,47.824130,-122.272790,140053,31186.56
512:302,47.824620,-122.271890,140054,31273.21
512:302,47.824710,-122.271720,140055,31289.40
512:302,47.824880,-122.271400,140056,31319.94
512:302,47.825150,-122.270910,140057,31367.30
512:302,47.825240,-122.270750,140058,31382.91
512:302,47.825430,-122.270400,140059,31416.59
512:302,47.825700,-122.269900,140060,31464.56
512:302,47.826080,-122.269190,140061,31532.47
512:302,47.826240,-122.268860,140062,31562.89
512:302,47.826820,-122.267780,140063,31666.31
512:302,47.827690,-122.266130,140064,31823.22
512:302,47.827930,-122.265700,140065,31865.01
512:302,47.828060,-122.265460,140066,31888.05
512:302,47.828210,-122.265220,140067,31912.59
512:302,47.828360,-122.264980,140068,31937.13
512:302,47.828490,-122.264800,140069,31956.85
512:302,47.828560,-122.264690,140070,31968.18
512:302,47.828640,-122.264580,140071,31980.29
512:302,47.828730,-122.264460,140072,31993.76
512:302,47.828870,-122.264280,140073,32014.36
512:302,47.829040,-122.264070,140074,32038.96
512:302,47.829190,-122.263900,140075,32059.93
512:302,47.829370,-122.263700,140076,32084.95
512:302,47.829640,-122.263430,140077,32121.13
512:302,47.829970,-122.263120,140078,32164.54
512:302,47.830220,-122.262910,140079,32196.48
512:302,47.830480,-122.262710,140080,32229.03
512:302,47.830730,-122.262540,140081,32259.60
512:302,47.830940,-122.262410,140082,32284.90
512:302,47.831120,-122.262310,140083,32306.27
512:302,47.831280,-122.262230,140084,32325.01
512:302,47.831490,-122.262120,140085,32349.76
512:302,47.831540,-122.262100,140086,32355.56
512:302,47.831650,-122.262050,140087,32368.36
512:302,47.831820,-122.261970,140088,32388.17
512:302,47.831990,-122.261900,140089,32407.80
512:302,47.832170,-122.261830,140090,32428.46
512:302,47.832350,-122.261770,140091,32448.98
512:302,47.832530,-122.261720,140092,32469.34
512:302,47.832670,-122.261680,140093,32485.19
512:302,47.833410,-122.261480,140094,32568.82
512:302,47.833600,-122.261430,140095,32590.25
512:302,47.834100,-122.261300,140096,32646.70
512:302,47.834690,-122.261150,140097,32713.24
512:302,47.835040,-122.261060,140098,32752.71
512:302,47.835950,-122.260830,140099,32855.34
512:302,47.838100,-122.260280,140100,33097.93
512:302,47.839020,-122.260050,140101,33201.62
512:302,47.839860,-122.259830,140102,33296.47
512:302,47.841320,-122.259460,140103,33461.16
512:302,47.842180,-122.259240,140104,33558.17
512:302,47.842440,-122.259170,140105,33587.56
512:302,47.842970,-122.259030,140106,33647.42
512:302,47.843210,-122.258970,140107,33674.49
512:302,47.843650,-122.258860,140108,33724.08
512:302,47.843970,-122.258780,140109,33760.17
512:302,47.844250,-122.258710,140110,33791.74
512:302,47.844840,-122.258560,140111,33858.28
512:302,47.845100,-122.258490,140112,33887.66
512:302,47.845390,-122.258410,140113,33920.46
512:302,47.846170,-122.258350,140114,34007.30
512:302,47.846800,-122.258210,140115,34078.10
512:302,47.847230,-122.258130,140116,34126.29
512:302,47.847610,-122.258130,140117,34168.51
512:302,47.849810,-122.257540,140118,34417.07
512:302,47.850010,-122.257480,140119,34439.75
512:302,47.850560,-122.257320,140120,34502.08
512:302,47.851070,-122.257140,140121,34560.33
512:302,47.851500,-122.256940,140122,34610.44
512:302,47.851920,-122.256710,140123,34660.21
512:302,47.852360,-122.256410,140124,34714.04
512:302,47.852700,-122.256140,140125,34756.89
512:302,47.852970,-122.255910,140126,34791.49
512:302,47.853040,-122.255900,140127,34799.32
512:302,47.853100,-122.255910,140128,34806.03
512:302,47.853150,-122.255950,140129,34812.33
512:302,47.853200,-122.256020,140130,34819.99
512:302,47.853330,-122.256410,140131,34852.57
512:302,47.853390,-122.256780,140132,34881.04
512:302,47.853410,-122.257250,140133,34916.30
512:302,47.853390,-122.257570,140134,34940.32
512:302,47.853392,-122.257595,140135,34942.24
512:302,47.853410,-122.257800,150002,34957.72
512:302,47.853480,-122.257980,150003,34973.27
512:302,47.853660,-122.258230,150004,35000.67
512:302,47.853530,-122.258400,150005,35019.93
512:302,47.853370,-122.258620,150006,35044.17
512:302,47.853300,-122.258730,150007,35055.50
512:302,47.853190,-122.258920,150008,35074.28
512:302,47.852970,-122.259300,150009,35111.80
512:302,47.852790,-122.259580,150010,35140.76
512:302,47.852660,-122.259780,150011,35161.57
512:302,47.852470,-122.260020,150012,35189.31
512:302,47.852380,-122.260110,150013,35201.38
512:302,47.852300,-122.260180,150014,35211.71
512:302,47.852110,-122.260330,150015,35235.64
512:302,47.851930,-122.260440,150016,35257.25
512:302,47.851750,-122.260530,150017,35278.34
512:302,47.851600,-122.260580,150018,35295.44
512:302,47.851430,-122.260620,150019,35314.58
512:302,47.851250,-122.260640,150020,35334.67
512:302,47.850880,-122.260690,150021,35375.97
512:302,47.849860,-122.260830,150022,35489.87
512:302,47.849850,-122.260320,150023,35528.07
512:302,47.849840,-122.259800,150024,35566.96
512:302,47.849840,-122.259580,150025,35583.45
512:302,47.849830,-122.259190,150026,35612.65
512:302,47.849820,-122.258260,150027,35682.26
512:302,47.849820,-122.258030,150028,35699.46
512:302,47.849820,-122.257770,150029,35718.93
512:302,47.849810,-122.257540,150030,35736.18
512:302,47.849800,-122.257290,150031,35754.93
512:302,47.849800,-122.257050,150032,35772.88
512:302,47.849800,-122.256840,150033,35788.58
512:302,47.849790,-122.256440,150034,35818.57
512:302,47.849650,-122.256150,150035,35845.24
512:302,47.849600,-122.256060,150036,35853.99
512:302,47.849540,-122.256000,150037,35862.00
512:302,47.849450,-122.255960,150038,35872.46
512:302,47.849370,-122.255950,150039,35881.42
512:302,47.849290,-122.255980,150040,35890.60
512:302,47.849220,-122.256030,150041,35899.22
512:302,47.849130,-122.256130,150042,35911.72
512:302,47.849020,-122.256260,150043,35927.32
512:302,47.848930,-122.256380,150044,35940.80
512:302,47.848880,-122.256440,150045,35947.96
512:302,47.848800,-122.256570,150046,35961.13
512:302,47.848760,-122.256670,150047,35969.87
512:302,47.848740,-122.256770,150048,35977.65
512:302,47.848740,-122.256840,150049,35982.89
512:302,47.848750,-122.256910,150050,35988.25
512:302,47.848770,-122.256990,150051,35994.62
512:302,47.848800,-122.257050,150052,36000.23
512:302,47.848840,-122.257110,150053,36006.54
512:302,47.848910,-122.257160,150054,36015.20
512:302,47.848990,-122.257190,150055,36024.37
512:302,47.849080,-122.257200,150056,36034.37
512:302,47.849230,-122.257180,150057,36051.13
512:302,47.849450,-122.257140,150058,36075.76
512:302,47.849700,-122.257080,150059,36103.92
512:302,47.849800,-122.257050,150060,36115.26
512:302,47.849950,-122.257010,150061,36132.24
512:302,47.850270,-122.256910,150062,36168.57
512:302,47.850510,-122.256840,150063,36195.76
512:302,47.850670,-122.256790,150064,36213.96
512:302,47.850820,-122.256730,150065,36231.21
512:302,47.850990,-122.256670,150066,36250.62
512:302,47.851140,-122.256610,150067,36267.91
512:302,47.851270,-122.256550,150068,36283.03
512:302,47.851530,-122.256400,150069,36314.02
512:302,47.851740,-122.256270,150070,36339.32
512:302,47.851970,-122.256130,150071,36366.97
512:302,47.852170,-122.256000,150072,36391.23
512:302,47.852640,-122.255650,150073,36449.69
512:302,47.852760,-122.255550,150074,36464.99
512:302,47.853010,-122.255340,150075,36496.90
512:302,47.853180,-122.255200,150076,36518.51
512:302,47.853740,-122.254730,150077,36590.02
512:302,47.854230,-122.254330,150078,36652.17
512:302,47.854550,-122.254100,150079,36691.67
512:302,47.854800,-122.253960,150080,36721.39
512:302,47.855040,-122.253830,150081,36749.77
512:302,47.855560,-122.253390,150082,36816.30
512:302,47.856700,-122.252410,150083,36962.73
512:302,47.857420,-122.251800,150084,37054.87
512:302,47.857700,-122.251550,150085,37091.20
512:302,47.857980,-122.251320,150086,37126.77
512:302,47.858180,-122.251140,150087,37152.77
512:302,47.858360,-122.250990,150088,37175.72
512:302,47.858550,-122.250820,150089,37200.38
512:302,47.859600,-122.249910,150090,37335.53
512:302,47.861180,-122.248550,150091,37538.56
512:302,47.861370,-122.248380,150092,37563.25
512:302,47.861710,-122.248090,150093,37606.83
512:302,47.862080,-122.247770,150094,37654.44
512:302,47.862370,-122.247520,150095,37691.72
512:302,47.862490,-122.247420,150096,37707.02
512:302,47.862580,-122.247340,150097,37718.69
512:302,47.862760,-122.247190,150098,37741.65
512:302,47.862970,-122.247010,150099,37768.59
512:302,47.863180,-122.246840,150100,37795.17
512:302,47.863320,-122.246720,150101,37813.15
512:302,47.863680,-122.246450,150102,37857.96
512:302,47.863860,-122.246330,150103,37879.90
512:302,47.864010,-122.246230,150104,37898.19
512:302,47.864210,-122.246110,150105,37922.18
512:302,47.864350,-122.246030,150106,37938.85
512:302,47.864720,-122.245840,150107,37982.38
512:302,47.865110,-122.245670,150108,38027.58
512:302,47.865400,-122.245560,150109,38060.83
512:302,47.865690,-122.245470,150110,38093.78
512:302,47.865870,-122.245420,150111,38114.14
512:302,47.866200,-122.245340,150112,38151.33
512:302,47.866650,-122.245230,150113,38202.02
512:302,47.868230,-122.244840,150114,38380.11
512:302,47.868680,-122.244730,150115,38430.80
512:302,47.869190,-122.244600,150116,38488.34
512:302,47.869540,-122.244520,150117,38527.69
512:302,47.869930,-122.244430,150118,38571.59
512:302,47.870410,-122.244320,150119,38625.57
512:302,47.871320,-122.244090,150120,38728.22
512:302,47.871820,-122.243960,150121,38784.67
512:302,47.872190,-122.243850,150122,38826.61
512:302,47.872310,-122.243810,150123,38840.30
512:302,47.872700,-122.243660,150124,38885.10
512:302,47.873000,-122.243520,150125,38920.03
512:302,47.873200,-122.243420,150126,38943.50
512:302,47.873610,-122.243190,150127,38992.24
512:302,47.873830,-122.243050,150128,39018.85
512:302,47.873930,-122.242970,150129,39031.50
512:302,47.874300,-122.242690,150130,39077.64
512:302,47.874680,-122.242360,150131,39126.57
512:302,47.874990,-122.242060,150132,39167.71
512:302,47.875270,-122.241770,150133,39205.66
512:302,47.875560,-122.241430,150134,39246.72
512:302,47.875840,-122.241090,150135,39286.89
512:302,47.876000,-122.240890,150136,39310.15
512:302,47.876730,-122.239960,150137,39417.01
512:302,47.876970,-122.239660,150138,39451.91
512:302,47.877190,-122.239370,150139,39484.58
512:302,47.877400,-122.239110,150140,39515.00
512:302,47.877810,-122.238590,150141,39574.93
512:302,47.878290,-122.237990,150142,39644.63
512:302,47.878790,-122.237350,150143,39718.00
512:302,47.879350,-122.236610,150144,39801.33
512:302,47.879680,-122.236210,150145,39848.67
512:302,47.880080,-122.235710,150146,39906.79
512:302,47.880830,-122.234750,150147,40016.82
512:302,47.880980,-122.234560,150148,40038.74
512:302,47.881360,-122.234090,150149,40093.73
512:302,47.881780,-122.233550,150150,40155.45
512:302,47.881940,-122.233350,150151,40178.70
512:302,47.882100,-122.233150,150152,40201.93
512:302,47.882600,-122.232500,150153,40275.78
512:302,47.882990,-122.231970,150154,40334.55
512:302,47.883510,-122.231290,150155,40411.54
512:302,47.883730,-122.231000,150156,40444.22
512:302,47.883910,-122.230760,150157,40471.10
512:302,47.884410,-122.230090,150158,40545.96
512:302,47.885000,-122.229310,150159,40633.74
512:302,47.885450,-122.228710,150160,40700.95
512:302,47.885530,-122.228610,150161,40712.56
512:302,47.885650,-122.228450,150162,40730.48
512:302,47.886080,-122.227870,150163,40795.04
512:302,47.886420,-122.227420,150164,40845.64
512:302,47.886690,-122.227050,150165,40886.48
512:302,47.887050,-122.226570,150166,40940.25
512:302,47.887350,-122.226170,150167,40985.05
512:302,47.887670,-122.225740,150168,41033.00
512:302,47.887980,-122.225330,150169,41079.14
512:302,47.888150,-122.225110,150170,41104.20
512:302,47.888580,-122.224540,150171,41168.27
512:302,47.888810,-122.224230,150172,41202.77
512:302,47.889000,-122.223980,150173,41231.00
512:302,47.889280,-122.223610,150174,41272.63
512:302,47.889830,-122.222870,150175,41355.14
512:302,47.890060,-122.222560,150176,41389.64
512:302,47.890310,-122.222230,150177,41426.80
512:302,47.890530,-122.221940,150178,41459.47
512:302,47.890750,-122.221640,150179,41492.70
512:302,47.890960,-122.221360,150180,41524.03
512:302,47.891200,-122.221040,150181,41559.87
512:302,47.891290,-122.220920,150182,41573.32
512:302,47.891540,-122.220580,150183,41610.99
512:302,47.891710,-122.220350,150184,41636.53
512:302,47.891980,-122.219990,150185,41676.83
512:302,47.892210,-122.219680,150186,41711.36
512:302,47.892400,-122.219420,150187,41740.07
512:302,47.893210,-122.218360,150188,41860.04
512:302,47.893530,-122.217940,150189,41907.50
512:302,47.893800,-122.217600,150190,41946.85
512:302,47.894090,-122.217250,150191,41988.36
512:302,47.895270,-122.216200,150192,42141.25
512:302,47.895540,-122.215970,150193,42175.85
512:302,47.895720,-122.215820,150194,42198.80
512:302,47.895880,-122.215690,150195,42219.07
512:302,47.896050,-122.215560,150196,42240.31
512:302,47.896440,-122.215270,150197,42288.77
512:302,47.897150,-122.214810,150198,42374.88
512:302,47.897740,-122.214430,150199,42446.36
512:302,47.897880,-122.214940,150200,42487.56
512:302,47.898600,-122.214580,150201,42572.02
512:302,47.899450,-122.214160,150202,42671.57
512:302,47.899598,-122.214087,150203,42688.88
512:302,47.900220,-122.213780,160002,42761.79
512:302,47.900360,-122.213720,160003,42777.98
512:302,47.900260,-122.213210,160004,42817.69
512:302,47.900820,-122.212990,160005,42882.10
512:302,47.901900,-122.212610,160006,43005.48
512:302,47.903870,-122.212040,160007,43228.62
512:302,47.904810,-122.211760,160008,43335.21
512:302,47.905610,-122.211480,160009,43426.56
512:302,47.905980,-122.211370,160010,43468.53
512:302,47.906330,-122.211210,160011,43509.22
512:302,47.906610,-122.211060,160012,43542.32
512:302,47.906970,-122.210930,160013,43583.50
512:302,47.907590,-122.210760,160014,43653.61
512:302,47.908570,-122.210480,160015,43764.55
